,username,end_time,white_username,black_username,Result,StartTime
8,AGcuber19,04:22:25,Spacerbxy,AGcuber19,0-1,04:12:39
9,AGcuber19,14:48:13,AGcuber19,xmimicx-tt,0-1,14:40:11
10,AGcuber19,15:27:50,AGcuber19,01014000926,0-1,15:26:39
11,AGcuber19,15:28:31,minkowsky89,AGcuber19,0-1,15:27:57
12,AGcuber19,16:00:06,BurleyWalrus,AGcuber19,0-1,15:56:53
13,AGcuber19,16:07:07,AGcuber19,instringuerbr,1-0,16:03:46
14,AGcuber19,20:49:26,HarryChess2023,AGcuber19,1-0,20:31:57
15,AGcuber19,20:54:24,AGcuber19,zhongzian,1-0,20:52:17
16,AGcuber19,21:35:53,AGcuber19,Elaine201,0-1,21:24:37
17,AGcuber19,21:49:08,marzanko,AGcuber19,0-1,21:37:13
18,AGcuber19,05:13:25,AGcuber19,bob12423,0-1,04:56:40
19,AGcuber19,15:26:03,justinfortnitelover123,AGcuber19,0-1,15:26:03
20,AGcuber19,15:27:57,paul01982,AGcuber19,1-0,15:26:05
21,AGcuber19,15:29:23,AGcuber19,Oerme,1-0,15:27:57
22,AGcuber19,15:31:28,AGcuber19,daftmove,1-0,15:29:27
23,AGcuber19,16:09:20,AGcuber19,TLPAWN,1-0,15:51:23
24,AGcuber19,21:14:15,Panicxm,AGcuber19,1-0,21:09:27
25,AGcuber19,21:17:58,AGcuber19,cmporter42,1-0,21:14:36
26,AGcuber19,21:27:50,AGcuber19,celiks11,1-0,21:18:06
27,AGcuber19,20:51:55,AGcuber19,chessgoodseed,1-0,20:44:55
28,AGcuber19,21:41:38,lipengye,AGcuber19,1/2-1/2,21:13:20
29,AGcuber19,22:09:05,KatelynT1614,AGcuber19,1-0,21:42:05
30,AGcuber19,22:11:58,AGcuber19,drywindytwig,1-0,22:11:15
31,AGcuber19,01:28:34,Hayaizo,AGcuber19,0-1,01:20:51
32,AGcuber19,14:27:26,m_r_23,AGcuber19,1-0,14:23:53
33,AGcuber19,14:31:39,roovens,AGcuber19,0-1,14:27:34
34,AGcuber19,14:32:10,AGcuber19,BrothetTate,1-0,14:31:49
35,AGcuber19,15:55:35,AGcuber19,xiaoanwu,1-0,15:49:01
36,AGcuber19,16:01:10,AGcuber19,Inksi,1/2-1/2,15:59:43
37,AGcuber19,01:08:56,kzaborski,AGcuber19,0-1,00:54:31
38,AGcuber19,20:28:16,AGcuber19,JuIiann,1-0,20:18:07
39,AGcuber19,21:07:37,AGcuber19,somemathguyplayschess,0-1,20:45:36
40,AGcuber19,21:20:47,PrestonZB,AGcuber19,1/2-1/2,21:11:42
41,AGcuber19,22:15:20,zoeychenyh,AGcuber19,0-1,21:47:11
42,AGcuber19,18:54:03,laurent1301,AGcuber19,0-1,18:45:29
43,AGcuber19,19:13:32,AGcuber19,Penguinthing,0-1,18:54:56
44,AGcuber19,21:02:14,Gmasterminor,AGcuber19,0-1,21:00:57
45,AGcuber19,21:16:52,AGcuber19,ddrjee,1-0,21:02:12
46,AGcuber19,15:45:15,AGcuber19,STOCK_fiShi,1-0,15:37:00
47,AGcuber19,15:50:38,AGcuber19,mallicord,0-1,15:48:26
48,AGcuber19,15:52:28,smucibab,AGcuber19,1-0,15:51:14
49,AGcuber19,15:55:23,AGcuber19,mason_005,0-1,15:53:11
50,AGcuber19,15:57:34,935303kr,AGcuber19,0-1,15:55:31
51,AGcuber19,15:59:37,AGcuber19,JackTreacher,1-0,15:57:41
52,AGcuber19,18:03:39,Stuarth12,AGcuber19,0-1,17:54:26
53,AGcuber19,20:15:25,AGcuber19,juan20202021,0-1,20:02:03
54,AGcuber19,20:23:48,AGcuber19,messyjiggler,0-1,20:15:45
55,AGcuber19,20:30:27,Amsshaywae,AGcuber19,0-1,20:24:17
56,AGcuber19,20:32:35,can0123kg,AGcuber19,1-0,20:30:37
57,AGcuber19,20:33:48,AGcuber19,Leozdfh,1-0,20:32:39
0,AGcuber19,21:02:15,Captainrobert07,AGcuber19,0-1,21:02:15
1,AGcuber19,21:37:04,avantuyle,AGcuber19,0-1,21:35:06
2,AGcuber19,21:50:46,AGcuber19,MrBossMan203,1/2-1/2,21:50:46
3,AGcuber19,04:56:31,smerwanji,AGcuber19,1-0,04:54:18
4,AGcuber19,16:20:53,AGcuber19,walterwhite0072,0-1,16:18:44
5,AGcuber19,16:21:51,lipacon414,AGcuber19,1-0,16:21:23
6,AGcuber19,16:24:07,AGcuber19,Deegen2,0-1,16:21:59
7,AGcuber19,18:23:29,SEIHA48,AGcuber19,1-0,18:23:13
8,AGcuber19,18:25:44,AGcuber19,abdullah1419,0-1,18:23:31
9,AGcuber19,18:28:00,AGcuber19,eiskalt361,0-1,18:25:56
10,AGcuber19,18:30:16,eiskalt361,AGcuber19,1/2-1/2,18:28:07
11,AGcuber19,18:32:29,Vrusso19,AGcuber19,0-1,18:30:18
12,AGcuber19,18:34:29,AGcuber19,ankoush123,1-0,18:32:44
13,AGcuber19,18:38:52,Massey08,AGcuber19,1-0,18:34:57
14,AGcuber19,20:14:48,AGcuber19,AlexTheMY,1-0,20:11:31
15,AGcuber19,21:24:17,AGcuber19,Zayed-2,1-0,21:20:43
16,AGcuber19,21:29:42,YouAreMayaHiga,AGcuber19,0-1,21:24:12
17,AGcuber19,21:32:45,AGcuber19,Gosutooo,0-1,21:29:46
18,AGcuber19,21:33:05,ollyh18,AGcuber19,1-0,21:32:52
19,AGcuber19,21:36:38,AGcuber19,ianunsworth7,1-0,21:33:04
20,AGcuber19,21:38:20,msible21,AGcuber19,1-0,21:36:41
21,AGcuber19,21:43:07,AGcuber19,EchoCheck,0-1,21:38:23
22,AGcuber19,21:49:45,rparlange,AGcuber19,1-0,21:43:11
23,AGcuber19,23:37:47,labellam1,AGcuber19,0-1,23:34:16
24,AGcuber19,01:46:14,AGcuber19,Phantumzzzzz,0-1,01:44:09
25,AGcuber19,01:47:05,AGcuber19,TheGreatTrav,0-1,01:46:18
26,AGcuber19,02:26:01,AGcuber19,LogosKing,1-0,02:19:51
27,AGcuber19,02:29:00,sadzeppelin,AGcuber19,1-0,02:26:03
28,AGcuber19,02:32:30,AGcuber19,rparlange,0-1,02:29:09
29,AGcuber19,02:38:41,kevinbowles,AGcuber19,1/2-1/2,02:32:22
30,AGcuber19,03:21:13,ellismerahn,AGcuber19,0-1,03:17:24
31,AGcuber19,03:21:56,MattG1302,AGcuber19,1-0,03:21:19
32,AGcuber19,03:25:06,AGcuber19,jhanskier,0-1,03:23:06
33,AGcuber19,03:27:15,AGcuber19,OGNootera,0-1,03:25:03
34,AGcuber19,03:28:21,Ilikecheeseplease,AGcuber19,1-0,03:27:17
35,AGcuber19,03:30:30,backkdou,AGcuber19,0-1,03:28:25
36,AGcuber19,03:32:43,AGcuber19,rom154,1-0,03:30:41
37,AGcuber19,14:02:32,Tacher2228,AGcuber19,1/2-1/2,14:00:45
38,AGcuber19,14:04:47,AGcuber19,Tyler80085,0-1,14:02:37
39,AGcuber19,14:07:10,mlereis,AGcuber19,1-0,14:04:49
40,AGcuber19,14:13:38,EduardoFerran,AGcuber19,0-1,14:07:22
41,AGcuber19,14:19:22,AGcuber19,Aaronium678,0-1,14:13:45
42,AGcuber19,15:28:01,Marcuss1x,AGcuber19,1/2-1/2,15:13:51
43,AGcuber19,15:51:39,AGcuber19,domema,1-0,15:37:40
44,AGcuber19,16:25:04,AGcuber19,carterg5000,1-0,16:23:51
45,AGcuber19,16:27:20,dima-amid,AGcuber19,0-1,16:25:06
46,AGcuber19,16:29:37,AGcuber19,justin_SM,0-1,16:27:26
47,AGcuber19,23:40:59,poongambit,AGcuber19,1-0,23:31:33
48,AGcuber19,23:47:14,AGcuber19,drjb2,0-1,23:42:45
49,AGcuber19,02:07:23,RonnyTC2020,AGcuber19,1-0,02:04:56
50,AGcuber19,02:13:14,selenecv,AGcuber19,1-0,02:07:27
51,AGcuber19,02:24:55,AGcuber19,BigShox,1-0,02:13:12
52,AGcuber19,02:26:14,Dano_12_3,AGcuber19,0-1,02:24:59
53,AGcuber19,02:37:27,AGcuber19,BlundersInc,1-0,02:30:23
54,AGcuber19,02:38:06,SamHendry,AGcuber19,1-0,02:37:40
55,AGcuber19,02:50:28,AGcuber19,FeanorsShadow,1-0,02:38:17
56,AGcuber19,15:26:24,AGcuber19,qaqaweq,1-0,15:23:20
57,AGcuber19,16:03:59,FrolovDmitry,AGcuber19,1-0,15:55:33
58,AGcuber19,16:06:37,EmmaXLi,AGcuber19,0-1,16:05:15
59,AGcuber19,16:08:18,AGcuber19,kmaf20000gmailcom,1-0,16:07:28
60,AGcuber19,16:11:01,jayphelistier,AGcuber19,1-0,16:08:24
61,AGcuber19,16:15:21,AGcuber19,SB12_422,1-0,16:11:08
62,AGcuber19,16:22:39,AGcuber19,Bo155,0-1,16:15:34
63,AGcuber19,14:29:04,alibakar38,AGcuber19,0-1,14:21:00
64,AGcuber19,16:03:27,DolFan1313,AGcuber19,1-0,15:48:15
65,AGcuber19,03:35:03,AGcuber19,beyinszim,1-0,03:23:34
66,AGcuber19,03:44:20,hugoshale,AGcuber19,1-0,03:34:56
67,AGcuber19,03:52:04,AGcuber19,Oprah_CA,1-0,03:44:38
68,AGcuber19,18:08:53,AGcuber19,bad1flip,1-0,18:34:22
69,AGcuber19,01:46:59,AGcuber19,Nikolis5636,1-0,01:42:04
70,AGcuber19,15:20:11,Pabreezy,AGcuber19,0-1,15:15:19
71,AGcuber19,16:00:21,AGcuber19,m1dochesspro,1-0,15:52:39
72,AGcuber19,20:47:33,akfunchess66,AGcuber19,1-0,20:29:57
73,AGcuber19,21:42:16,AGcuber19,LuanNunes95,1-0,21:15:08
74,AGcuber19,21:49:44,AGcuber19,Colsonlee,1-0,21:42:33
75,AGcuber19,22:26:12,chengliam,AGcuber19,1/2-1/2,22:19:11
76,AGcuber19,22:36:11,AGcuber19,BurleyWalrus,1-0,22:26:39
77,AGcuber19,08:38:45,Oubai345,AGcuber19,1-0,18:41:40
78,AGcuber19,13:32:01,tianminlyu,AGcuber19,0-1,13:25:16
79,AGcuber19,13:42:44,Iorba,AGcuber19,0-1,13:32:10
80,AGcuber19,14:01:51,AGcuber19,Andre_BZR,1-0,13:42:36
81,AGcuber19,16:13:00,AGcuber19,RozoMT,1-0,15:52:54
82,AGcuber19,16:34:29,Marsboom,AGcuber19,0-1,16:31:59
83,AGcuber19,16:46:55,eloradana,AGcuber19,0-1,16:36:13
84,AGcuber19,19:55:00,Fide600,AGcuber19,1-0,19:53:12
0,TLPAWN,16:11:34,oliver2033,TLPAWN,0-1,15:47:11
1,TLPAWN,15:57:17,TLPAWN,averyzh,0-1,15:50:23
2,TLPAWN,22:57:16,TLPAWN,adbrock45,0-1,22:57:06
3,TLPAWN,23:25:59,TLPAWN,imbadatchesslop,0-1,23:17:34
4,TLPAWN,21:36:01,VR_king,TLPAWN,1-0,21:13:04
5,TLPAWN,21:36:50,TLPAWN,VR_king,0-1,21:36:16
6,TLPAWN,15:10:35,TLPAWN,siyuanren,0-1,14:49:55
7,TLPAWN,02:01:13,aqrabalam,TLPAWN,1-0,12:25:06
8,TLPAWN,04:47:16,classical_beast_108,TLPAWN,1-0,12:25:06
9,TLPAWN,15:54:24,TLPAWN,shauryasingh_0009,0-1,12:25:06
10,TLPAWN,07:53:04,TLPAWN,Toomas88,0-1,12:25:06
11,TLPAWN,15:55:09,shauryasingh_0009,TLPAWN,0-1,15:54:24
0,TLPAWN,22:06:29,adrianlauand,TLPAWN,0-1,22:01:51
1,TLPAWN,02:21:42,Toomas88,TLPAWN,1-0,07:53:04
2,TLPAWN,02:22:15,TLPAWN,aqrabalam,0-1,02:01:13
3,TLPAWN,02:22:37,TLPAWN,classical_beast_108,0-1,04:47:17
4,TLPAWN,00:27:48,DavidRafaelGarcia,TLPAWN,1-0,00:24:00
5,TLPAWN,02:10:33,jakegambling,TLPAWN,0-1,01:54:42
6,TLPAWN,16:14:55,TLPAWN,zora_zhu,1-0,15:59:13
7,TLPAWN,20:13:48,NightyRazor,TLPAWN,1-0,20:04:25
8,TLPAWN,02:45:55,TLPAWN,matheusgg10,0-1,02:33:16
9,TLPAWN,02:04:03,jaierndez,TLPAWN,1-0,01:43:24
10,TLPAWN,22:35:27,TLPAWN,yannicklevy,1-0,22:22:58
11,TLPAWN,00:15:53,yueku,TLPAWN,0-1,00:11:06
12,TLPAWN,00:35:55,TLPAWN,ma1storrrrrrrr,1-0,00:18:14
13,TLPAWN,00:52:45,TLPAWN,zaaaccc,0-1,00:36:11
14,TLPAWN,21:24:06,balsa1221,TLPAWN,0-1,21:19:50
15,TLPAWN,22:17:09,fahadlj,TLPAWN,0-1,22:17:09
16,TLPAWN,22:48:44,TLPAWN,Carturan,1-0,22:40:50
17,TLPAWN,16:09:20,AGcuber19,TLPAWN,1-0,15:51:23
18,TLPAWN,18:09:47,TLPAWN,jashhh0,1-0,18:02:09
19,TLPAWN,21:10:41,selinnrkoku,TLPAWN,0-1,21:05:52
20,TLPAWN,23:18:06,TLPAWN,Diegoelmaste,1-0,23:16:02
21,TLPAWN,15:52:26,gilgorians,TLPAWN,1-0,15:35:31
22,TLPAWN,21:13:02,TLPAWN,Snowman1119,1-0,20:44:54
23,TLPAWN,21:21:25,archer_feng,TLPAWN,1-0,21:13:30
24,TLPAWN,21:59:03,TLPAWN,ChessAyla,1-0,21:41:59
25,TLPAWN,22:19:09,zukinizap,TLPAWN,1-0,22:11:15
26,TLPAWN,19:31:50,TLPAWN,gumulka7,0-1,19:26:25
27,TLPAWN,20:44:12,Lumberjack19940,TLPAWN,1/2-1/2,20:20:57
28,TLPAWN,23:25:23,MrPlayzee,TLPAWN,0-1,23:21:36
29,TLPAWN,23:29:47,TLPAWN,AaronB191,1-0,23:26:10
30,TLPAWN,00:13:08,TLPAWN,farhadguli,1-0,00:02:41
31,TLPAWN,01:55:39,TLPAWN,Giroddu,1-0,01:50:15
32,TLPAWN,02:43:33,poochiman,TLPAWN,0-1,02:36:40
33,TLPAWN,22:15:30,TLPAWN,sharkete,1-0,22:07:13
34,TLPAWN,22:53:00,TLPAWN,Wolfen85,1-0,22:47:46
35,TLPAWN,22:53:40,muklej,TLPAWN,0-1,22:37:59
36,TLPAWN,23:23:27,Xoul999,TLPAWN,0-1,23:20:53
37,TLPAWN,22:32:35,Wotyz,TLPAWN,0-1,22:23:47
38,TLPAWN,17:15:29,TLPAWN,tryhardthresh,1-0,17:11:19
39,TLPAWN,18:04:22,gavencombs,TLPAWN,0-1,17:57:22
40,TLPAWN,15:40:47,DygocA,TLPAWN,0-1,15:38:42
41,TLPAWN,15:48:47,TLPAWN,chasenethington,1-0,15:41:34
42,TLPAWN,16:24:21,TLPAWN,fatl33k,1-0,16:20:15
43,TLPAWN,16:55:33,TLPAWN,manuelsheehama,1-0,16:50:37
44,TLPAWN,18:38:29,TLPAWN,parralax2000,0-1,18:34:51
45,TLPAWN,18:45:15,Shizu-kei,TLPAWN,0-1,18:38:38
46,TLPAWN,23:12:27,KingBravo101,TLPAWN,0-1,23:10:11
47,TLPAWN,23:16:30,TLPAWN,XYZ-613-QL43,1-0,23:15:14
48,TLPAWN,23:21:31,Alexandria228,TLPAWN,0-1,23:16:49
49,TLPAWN,23:22:51,TLPAWN,Stuuu102,1-0,23:22:00
50,TLPAWN,23:24:32,TLPAWN,docthorjones,1-0,23:22:53
51,TLPAWN,23:24:58,IAMSOLONLY,TLPAWN,0-1,23:24:36
52,TLPAWN,23:27:00,2_Papi,TLPAWN,0-1,23:25:01
53,TLPAWN,23:28:56,TLPAWN,XxphelypexX,1-0,23:27:32
54,TLPAWN,23:30:08,tim12345678,TLPAWN,0-1,23:29:03
55,TLPAWN,23:31:17,TLPAWN,Buttwhuppin,1-0,23:30:11
56,TLPAWN,23:33:21,TLPAWN,SpikeSpiegel009,0-1,23:31:24
57,TLPAWN,23:35:15,DavidVegaMolina,TLPAWN,0-1,23:33:26
58,TLPAWN,23:37:29,Checkmated808,TLPAWN,0-1,23:35:17
59,TLPAWN,23:39:37,TLPAWN,Brendoseven,0-1,23:37:36
60,TLPAWN,23:40:03,supermanspunch,TLPAWN,0-1,23:39:43
61,TLPAWN,23:42:17,TLPAWN,Cartagena5,0-1,23:40:10
62,TLPAWN,23:44:50,BestMCCButImtheQueen,TLPAWN,1-0,23:42:37
63,TLPAWN,00:54:51,TLPAWN,SvenskaPojken,0-1,00:54:10
64,TLPAWN,00:55:22,TLPAWN,dopefungi,0-1,00:54:59
65,TLPAWN,00:58:15,oguking10,TLPAWN,0-1,00:56:08
66,TLPAWN,01:07:06,TLPAWN,ramal1661,0-1,01:06:17
67,TLPAWN,01:55:52,dopefungi,TLPAWN,1/2-1/2,01:40:52
68,TLPAWN,19:02:38,TLPAWN,cobyali,1-0,18:57:24
69,TLPAWN,19:11:08,turcotte2000,TLPAWN,0-1,19:02:47
70,TLPAWN,19:14:27,wiffwaffderf179,TLPAWN,0-1,19:12:54
71,TLPAWN,19:22:55,cizzasoft,TLPAWN,0-1,19:14:32
72,TLPAWN,19:28:25,TLPAWN,MaxBartonIsBad,1-0,19:23:44
73,TLPAWN,19:54:27,Cavorsi,TLPAWN,0-1,19:48:57
74,TLPAWN,20:00:38,TLPAWN,vatson710,1-0,19:55:24
75,TLPAWN,21:07:31,TLPAWN,st1LLsy,1-0,21:00:46
76,TLPAWN,21:35:50,TLPAWN,christopheidoux,0-1,21:35:05
77,TLPAWN,22:06:00,WaltaFlocka,TLPAWN,0-1,21:57:52
78,TLPAWN,22:15:00,R00kh,TLPAWN,1/2-1/2,22:06:24
79,TLPAWN,22:19:10,TLPAWN,topingos,1-0,22:16:41
80,TLPAWN,22:47:27,TLPAWN,TheBystaander,1-0,22:39:01
81,TLPAWN,23:00:31,sreedharshivapuram,TLPAWN,0-1,22:57:02
82,TLPAWN,23:21:23,TLPAWN,Yoshiiimura,1-0,23:15:22
83,TLPAWN,23:28:53,TLPAWN,glicicciopasticcio,1/2-1/2,23:22:46
84,TLPAWN,23:46:07,TLPAWN,Speedyrapido,1-0,23:43:58
85,TLPAWN,23:51:56,Lpalatnik7,TLPAWN,0-1,23:46:10
86,TLPAWN,00:03:47,TLPAWN,VR_king,1/2-1/2,23:53:07
87,TLPAWN,00:19:23,VR_king,TLPAWN,1-0,00:08:02
88,TLPAWN,01:09:48,Ile4na,TLPAWN,0-1,01:06:24
89,TLPAWN,01:12:16,TLPAWN,markofif,1/2-1/2,01:10:55
90,TLPAWN,01:16:00,Relaxedches,TLPAWN,0-1,01:12:15
91,TLPAWN,01:26:15,TLPAWN,hasanarslanofficical,1-0,01:16:24
92,TLPAWN,01:39:21,TLPAWN,seius,1-0,01:35:03
93,TLPAWN,02:02:07,alexm197,TLPAWN,0-1,01:55:02
94,TLPAWN,15:52:15,TLPAWN,BurleyWalrus,1-0,15:49:01
95,TLPAWN,16:13:35,maranvlz18,TLPAWN,1-0,15:59:01
96,TLPAWN,16:21:28,ProfessorZadnny,TLPAWN,0-1,16:13:44
97,TLPAWN,16:27:39,MousaAlzubaidi,TLPAWN,0-1,16:25:08
98,TLPAWN,16:40:07,TLPAWN,Alpengreis1,1-0,16:28:34
99,TLPAWN,17:50:15,andyana1,TLPAWN,0-1,17:36:50
100,TLPAWN,18:15:40,TLPAWN,johnamundsen,1-0,18:15:03
101,TLPAWN,18:17:19,TLPAWN,PAULOVSKY72,1-0,18:16:22
102,TLPAWN,18:23:40,exar,TLPAWN,0-1,18:18:04
103,TLPAWN,22:56:09,TLPAWN,Lil_Gook,1-0,22:41:17
104,TLPAWN,23:04:51,EthanBennettt,TLPAWN,1-0,22:56:55
105,TLPAWN,23:51:11,TLPAWN,Gerika_KK,1-0,23:35:09
106,TLPAWN,00:52:40,ralphfengye,TLPAWN,0-1,00:19:17
107,TLPAWN,01:33:05,vega113,TLPAWN,1-0,01:00:05
108,TLPAWN,01:38:27,Zefyxyfez,TLPAWN,0-1,01:35:45
109,TLPAWN,02:07:09,ntpl2012,TLPAWN,0-1,02:05:04
110,TLPAWN,15:49:26,TLPAWN,domgza,1-0,15:35:39
111,TLPAWN,16:24:51,TLPAWN,Or5057,0-1,16:09:46
112,TLPAWN,21:00:19,TLPAWN,markhushen,0-1,20:45:40
113,TLPAWN,21:47:02,chenyinger,TLPAWN,1-0,21:11:43
114,TLPAWN,21:47:37,TLPAWN,D_RyanKingPhD,1-0,21:24:18
0,TLPAWN,16:32:19,xiaoanwu,TLPAWN,0-1,16:00:21
1,TLPAWN,16:21:56,TLPAWN,EmmaXLi,0-1,15:55:06
2,TLPAWN,21:21:54,TLPAWN,Mightyluyi,1-0,21:15:15
3,TLPAWN,22:00:00,TLPAWN,chessgoodseed,1-0,21:42:26
4,TLPAWN,22:35:07,HarryChess2023,TLPAWN,0-1,22:19:08
5,TLPAWN,21:05:59,hackman17,TLPAWN,1-0,21:03:33
6,TLPAWN,21:23:15,farmermcdank69,TLPAWN,1-0,21:20:29
7,TLPAWN,16:19:38,akfunchess66,TLPAWN,0-1,15:51:20
8,TLPAWN,20:40:34,TLPAWN,Colsonlee,1-0,20:00:18
9,TLPAWN,21:16:10,chess_wendy,TLPAWN,0-1,20:40:46
10,TLPAWN,21:42:34,TLPAWN,EggWhite0805,1/2-1/2,21:19:17
11,TLPAWN,22:06:51,TLPAWN,WittyCoyotte,0-1,21:58:56
12,TLPAWN,21:07:19,VR_king,TLPAWN,1/2-1/2,21:06:45
13,TLPAWN,21:11:20,VR_king,TLPAWN,0-1,21:08:56
14,TLPAWN,21:18:34,VR_king,TLPAWN,1-0,21:14:52
0,xiaoanwu,16:23:16,xiaoanwu,EmmaXLi,1/2-1/2,15:51:42
1,xiaoanwu,22:23:28,xiaoanwu,chevalier689,1-0,22:04:40
2,xiaoanwu,15:06:52,tianminlyu,xiaoanwu,0-1,15:05:50
3,xiaoanwu,15:25:29,xiaoanwu,tianminlyu,0-1,15:06:49
0,xiaoanwu,00:17:32,Ravenclawfairy,xiaoanwu,1-0,00:06:51
1,xiaoanwu,00:28:13,zora_zhu,xiaoanwu,0-1,00:00:58
2,xiaoanwu,15:55:35,AGcuber19,xiaoanwu,1-0,15:49:01
0,xiaoanwu,16:32:19,xiaoanwu,TLPAWN,0-1,16:00:21
1,xiaoanwu,16:06:25,xiaoanwu,BurleyWalrus,0-1,15:53:58
2,xiaoanwu,22:10:36,EmmaXLi,xiaoanwu,1-0,22:01:53
0,EmmaXLi,16:23:16,xiaoanwu,EmmaXLi,1/2-1/2,15:51:42
1,EmmaXLi,21:23:15,aidenxzhou,EmmaXLi,1-0,20:45:00
2,EmmaXLi,21:45:52,EmmaXLi,Elaine201,1-0,21:23:29
3,EmmaXLi,16:22:40,AGcuber19,EmmaXLi,1/2-1/2,15:48:34
4,EmmaXLi,15:07:01,EmmaXLi,tianminlyu,1-0,15:07:00
5,EmmaXLi,15:30:37,EmmaXLi,tianminlyu,1-0,15:09:15
6,EmmaXLi,16:00:08,EmmaXLi,tianminlyu,1-0,15:36:19
0,EmmaXLi,02:46:10,hahatt9898,EmmaXLi,0-1,02:44:32
1,EmmaXLi,03:09:57,EmmaXLi,AashiMundhara,1-0,02:50:38
2,EmmaXLi,01:25:58,pacharachaicharoen,EmmaXLi,0-1,01:16:29
3,EmmaXLi,16:25:15,claraqiu,EmmaXLi,0-1,15:56:36
4,EmmaXLi,22:26:10,JiiG74,EmmaXLi,0-1,21:58:39
5,EmmaXLi,16:07:30,EmmaXLi,Ravenclawfairy,1-0,15:52:38
6,EmmaXLi,03:12:50,timeistruevalue,EmmaXLi,1-0,02:55:09
7,EmmaXLi,03:50:49,EmmaXLi,marcusflinn1,1-0,03:14:16
8,EmmaXLi,16:36:43,EmmaXLi,zora_zhu,1-0,16:06:17
9,EmmaXLi,21:00:12,EmmaXLi,angelazhangangelazhang,1/2-1/2,20:45:41
10,EmmaXLi,21:39:08,ethanxue15,EmmaXLi,0-1,21:11:51
11,EmmaXLi,22:21:00,sakuragl,EmmaXLi,0-1,21:47:30
12,EmmaXLi,22:49:20,EmmaXLi,chengliam,1-0,22:21:16
0,EmmaXLi,16:03:59,EmmaXLi,AGcuber19,1-0,15:55:33
1,EmmaXLi,16:21:56,TLPAWN,EmmaXLi,0-1,15:55:06
2,EmmaXLi,21:08:46,DanYhG2020,EmmaXLi,0-1,20:45:15
3,EmmaXLi,21:41:02,EmmaXLi,EmilyLPC,1-0,21:15:20
4,EmmaXLi,22:14:54,andrewx321,EmmaXLi,0-1,21:42:38
5,EmmaXLi,22:10:36,EmmaXLi,xiaoanwu,1-0,22:01:53
0,akfunchess66,15:58:03,ryanxuef,akfunchess66,0-1,15:49:20
1,akfunchess66,15:57:38,akfunchess66,secretscore102467,1-0,15:48:59
2,akfunchess66,20:14:51,hugeggshell,akfunchess66,1-0,19:59:57
3,akfunchess66,20:44:06,LauraW0115,akfunchess66,0-1,20:39:23
4,akfunchess66,15:16:32,akfunchess66,tianminlyu,0-1,15:02:43
5,akfunchess66,21:29:37,akfunchess66,LauraW0115,0-1,21:21:25
6,akfunchess66,22:05:30,zoeychenyh,akfunchess66,0-1,22:05:30
7,akfunchess66,22:40:47,akfunchess66,victoryunlong,0-1,22:27:49
0,akfunchess66,00:42:07,BlueTheGD,akfunchess66,0-1,00:31:30
1,akfunchess66,23:39:24,sethcallina,akfunchess66,0-1,23:35:44
2,akfunchess66,16:21:07,akfunchess66,Marsboom,1-0,15:55:39
3,akfunchess66,16:02:30,akfunchess66,claraqiu,1-0,15:52:23
4,akfunchess66,22:27:35,akfunchess66,owen134679,0-1,22:12:42
5,akfunchess66,22:32:25,jordanclarkerz,akfunchess66,0-1,22:28:13
6,akfunchess66,22:53:14,ryhansheik,akfunchess66,1-0,22:33:22
7,akfunchess66,00:13:23,MlgMatti,akfunchess66,1-0,23:59:34
8,akfunchess66,00:45:01,akfunchess66,iFelix0326,0-1,00:18:50
9,akfunchess66,21:06:55,akfunchess66,Ravenclawfairy,1-0,21:01:05
0,akfunchess66,16:00:55,akfunchess66,zora_zhu,1-0,15:56:01
1,akfunchess66,16:00:21,akfunchess66,AGcuber19,1-0,15:52:39
2,akfunchess66,23:11:19,xxdoodleboyxx,akfunchess66,1-0,23:01:59
3,akfunchess66,23:20:23,akramen10,akfunchess66,0-1,23:12:53
4,akfunchess66,01:41:37,akfunchess66,ilene4,0-1,01:22:11
5,akfunchess66,23:43:51,akfunchess66,Marsboom,1-0,23:30:08
6,akfunchess66,16:19:38,akfunchess66,TLPAWN,0-1,15:51:20
7,akfunchess66,00:48:00,isababisa,akfunchess66,0-1,01:31:09
0,Marsboom,15:32:30,AlanTenishev444,Marsboom,0-1,15:28:16
1,Marsboom,15:40:36,Marsboom,sammie_m89,0-1,15:35:35
2,Marsboom,15:56:48,sammie_m89,Marsboom,0-1,15:40:47
3,Marsboom,17:13:15,Marsboom,EvelynElephant,1-0,17:02:40
4,Marsboom,21:58:06,FILLE19,Marsboom,1-0,21:53:43
5,Marsboom,13:04:54,Marsboom,martininv,1-0,12:57:10
6,Marsboom,13:17:17,Raaul07,Marsboom,1-0,13:05:11
7,Marsboom,20:36:55,Marsboom,edva96,1/2-1/2,20:21:36
8,Marsboom,20:40:09,LeonardoAbramson,Marsboom,1-0,20:38:56
9,Marsboom,20:59:03,Marsboom,zukinizap,0-1,20:45:10
10,Marsboom,01:22:30,EthosGuy,Marsboom,0-1,01:00:32
11,Marsboom,13:31:24,Chubbyrainn,Marsboom,1-0,13:30:31
12,Marsboom,13:33:27,Marsboom,ganeshmahidhar1312,1-0,13:32:00
13,Marsboom,13:50:03,BlueWolfBW,Marsboom,0-1,13:36:17
14,Marsboom,13:58:54,Marsboom,arentezer08,1-0,13:55:32
15,Marsboom,17:16:19,yaohengli,Marsboom,0-1,17:02:08
